asp.mag,clim.sd,mean.lt.lam,max.lt.lam,seeds,rep
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,1
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,1
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,1
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,1
4,0,1.198495789451586,1.198495789451586,32.03749656677246,1
5,0,1.166650933907636,1.166650933907636,41.72325134277344,1
6,0,1.128365908368662,1.128365908368662,58.11452865600586,1
7,0,1.084123875412064,1.084123875412064,86.4267349243164,1
8,0,1.034574514797511,1.034574514797511,140.07091522216797,1
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,1
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,1
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,1
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,1
13,9,0.7489311212062697,0.7671997726075899,2360.3439331054688,1
14,11,0.7267351622006185,0.754154525476294,3194.8089599609375,1
15,11,0.7047776815992515,0.7253827391888152,3814.697265625,1
16,13,0.6897299343019275,0.7102336313905799,3862.3809814453125,1
17,15,0.6734865144283344,0.6892638242065742,7247.9248046875,1
18,16,0.6626262360326545,0.6773356630339334,8106.231689453125,1
19,16,0.6521160601219143,0.6762829039044995,8869.171142578125,1
20,19,0.6439785846853435,0.6699617813833102,10395.050048828125,1
21,19,0.6370147288015122,0.6494268875739203,15068.05419921875,1
22,21,0.6281743503617003,0.6436575414219248,14305.11474609375,1
23,23,0.6210049058271936,0.6509795231359721,21743.7744140625,1
24,22,0.6143764100077628,0.6249898831350166,19073.486328125,1
25,25,0.6096382835615487,0.6287931458865162,21934.50927734375,1
26,23,0.6064646152588585,0.6228695285895267,27465.8203125,1
27,23,0.5994315724047709,0.6171172737114661,32043.45703125,1
28,24,0.5969592314863523,0.6085204017451312,35476.6845703125,1
29,28,0.5916557450474588,0.6101054496589338,50735.4736328125,1
30,25,0.5876910066439758,0.5994874007215275,35858.154296875,1
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,2
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,2
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,2
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,2
4,0,1.198495789451586,1.198495789451586,32.03749656677246,2
5,0,1.166650933907636,1.166650933907636,41.72325134277344,2
6,0,1.128365908368662,1.128365908368662,58.11452865600586,2
7,0,1.084123875412064,1.084123875412064,86.4267349243164,2
8,0,1.034574514797511,1.034574514797511,140.07091522216797,2
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,2
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,2
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,2
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,2
13,9,0.7489311212062697,0.7671997726075899,2145.7672119140625,2
14,11,0.7267351622006185,0.754154525476294,3004.0740966796875,2
15,11,0.7047776815992515,0.7253827391888152,3576.2786865234375,2
16,13,0.6897299343019275,0.7102336313905799,7343.292236328125,2
17,15,0.6734865144283344,0.6892638242065742,6484.9853515625,2
18,16,0.6626262360326545,0.6773356630339334,8296.966552734375,2
19,16,0.6521160601219143,0.6762829039044995,10204.315185546875,2
20,19,0.6439785846853435,0.6699617813833102,10871.88720703125,2
21,19,0.6370147288015122,0.6494268875739203,19073.486328125,2
22,21,0.6281743503617003,0.6436575414219248,12969.970703125,2
23,23,0.6210049058271936,0.6509795231359721,26702.880859375,2
24,22,0.6143764100077628,0.6249898831350166,20790.10009765625,2
25,25,0.6096382835615487,0.6287931458865162,28991.69921875,2
26,23,0.6064646152588585,0.6228695285895267,25177.001953125,2
27,23,0.5994315724047709,0.6171172737114661,28800.96435546875,2
28,24,0.5969592314863523,0.6085204017451312,37765.5029296875,2
29,28,0.5916557450474588,0.6101054496589338,48446.6552734375,2
30,25,0.5876910066439758,0.5994874007215275,38146.97265625,2
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,3
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,3
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,3
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,3
4,0,1.198495789451586,1.198495789451586,32.03749656677246,3
5,0,1.166650933907636,1.166650933907636,41.72325134277344,3
6,0,1.128365908368662,1.128365908368662,58.11452865600586,3
7,0,1.084123875412064,1.084123875412064,86.4267349243164,3
8,0,1.034574514797511,1.034574514797511,140.07091522216797,3
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,3
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,3
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,3
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,3
13,9,0.7489311212062697,0.7671997726075899,2217.2927856445312,3
14,11,0.7267351622006185,0.754154525476294,3051.7578125,3
15,11,0.7047776815992515,0.7253827391888152,3457.0693969726562,3
16,13,0.6897299343019275,0.7102336313905799,4959.1064453125,3
17,15,0.6734865144283344,0.6892638242065742,6866.455078125,3
18,16,0.6626262360326545,0.6773356630339334,7629.39453125,3
19,16,0.6521160601219143,0.6762829039044995,11062.6220703125,3
20,19,0.6439785846853435,0.6699617813833102,12397.76611328125,3
21,19,0.6370147288015122,0.6494268875739203,14495.849609375,3
22,21,0.6281743503617003,0.6436575414219248,15068.05419921875,3
23,23,0.6210049058271936,0.6509795231359721,17738.34228515625,3
24,22,0.6143764100077628,0.6249898831350166,22697.44873046875,3
25,25,0.6096382835615487,0.6287931458865162,23460.38818359375,3
26,23,0.6064646152588585,0.6228695285895267,32424.9267578125,3
27,23,0.5994315724047709,0.6171172737114661,35476.6845703125,3
28,24,0.5969592314863523,0.6085204017451312,32043.45703125,3
29,28,0.5916557450474588,0.6101054496589338,38146.97265625,3
30,25,0.5876910066439758,0.5994874007215275,55694.580078125,3
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,4
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,4
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,4
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,4
4,0,1.198495789451586,1.198495789451586,32.03749656677246,4
5,0,1.166650933907636,1.166650933907636,41.72325134277344,4
6,0,1.128365908368662,1.128365908368662,58.11452865600586,4
7,0,1.084123875412064,1.084123875412064,86.4267349243164,4
8,0,1.034574514797511,1.034574514797511,140.07091522216797,4
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,4
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,4
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,4
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,4
13,9,0.7489311212062697,0.7671997726075899,2336.5020751953125,4
14,11,0.7267351622006185,0.754154525476294,2861.02294921875,4
15,11,0.7047776815992515,0.7253827391888152,4720.6878662109375,4
16,13,0.6897299343019275,0.7102336313905799,5626.678466796875,4
17,15,0.6734865144283344,0.6892638242065742,7057.18994140625,4
18,16,0.6626262360326545,0.6773356630339334,8869.171142578125,4
19,16,0.6521160601219143,0.6762829039044995,8201.59912109375,4
20,19,0.6439785846853435,0.6699617813833102,10299.6826171875,4
21,19,0.6370147288015122,0.6494268875739203,11825.5615234375,4
22,21,0.6281743503617003,0.6436575414219248,16212.46337890625,4
23,23,0.6210049058271936,0.6509795231359721,22506.7138671875,4
24,22,0.6143764100077628,0.6249898831350166,22697.44873046875,4
25,25,0.6096382835615487,0.6287931458865162,20980.8349609375,4
26,23,0.6064646152588585,0.6228695285895267,28991.69921875,4
27,23,0.5994315724047709,0.6171172737114661,32424.9267578125,4
28,24,0.5969592314863523,0.6085204017451312,28991.69921875,4
29,28,0.5916557450474588,0.6101054496589338,35476.6845703125,4
30,25,0.5876910066439758,0.5994874007215275,55694.580078125,4
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,5
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,5
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,5
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,5
4,0,1.198495789451586,1.198495789451586,32.03749656677246,5
5,0,1.166650933907636,1.166650933907636,41.72325134277344,5
6,0,1.128365908368662,1.128365908368662,58.11452865600586,5
7,0,1.084123875412064,1.084123875412064,86.4267349243164,5
8,0,1.034574514797511,1.034574514797511,140.07091522216797,5
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,5
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,5
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,5
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,5
13,9,0.7489311212062697,0.7671997726075899,2288.818359375,5
14,11,0.7267351622006185,0.754154525476294,2861.02294921875,5
15,11,0.7047776815992515,0.7253827391888152,4863.739013671875,5
16,13,0.6897299343019275,0.7102336313905799,5388.2598876953125,5
17,15,0.6734865144283344,0.6892638242065742,6294.25048828125,5
18,16,0.6626262360326545,0.6773356630339334,8487.701416015625,5
19,16,0.6521160601219143,0.6762829039044995,8392.333984375,5
20,19,0.6439785846853435,0.6699617813833102,10108.94775390625,5
21,19,0.6370147288015122,0.6494268875739203,14877.3193359375,5
22,21,0.6281743503617003,0.6436575414219248,15640.2587890625,5
23,23,0.6210049058271936,0.6509795231359721,20217.8955078125,5
24,22,0.6143764100077628,0.6249898831350166,18119.81201171875,5
25,25,0.6096382835615487,0.6287931458865162,25939.94140625,5
26,23,0.6064646152588585,0.6228695285895267,32806.396484375,5
27,23,0.5994315724047709,0.6171172737114661,30136.1083984375,5
28,24,0.5969592314863523,0.6085204017451312,33569.3359375,5
29,28,0.5916557450474588,0.6101054496589338,45776.3671875,5
30,25,0.5876910066439758,0.5994874007215275,46539.306640625,5
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,6
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,6
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,6
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,6
4,0,1.198495789451586,1.198495789451586,32.03749656677246,6
5,0,1.166650933907636,1.166650933907636,41.72325134277344,6
6,0,1.128365908368662,1.128365908368662,58.11452865600586,6
7,0,1.084123875412064,1.084123875412064,86.4267349243164,6
8,0,1.034574514797511,1.034574514797511,140.07091522216797,6
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,6
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,6
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,6
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,6
13,9,0.7489311212062697,0.7671997726075899,2026.5579223632812,6
14,11,0.7267351622006185,0.754154525476294,3099.4415283203125,6
15,11,0.7047776815992515,0.7253827391888152,4291.534423828125,6
16,13,0.6897299343019275,0.7102336313905799,5960.4644775390625,6
17,15,0.6734865144283344,0.6892638242065742,7200.2410888671875,6
18,16,0.6626262360326545,0.6773356630339334,8583.06884765625,6
19,16,0.6521160601219143,0.6762829039044995,10108.94775390625,6
20,19,0.6439785846853435,0.6699617813833102,12874.603271484375,6
21,19,0.6370147288015122,0.6494268875739203,14114.3798828125,6
22,21,0.6281743503617003,0.6436575414219248,17356.87255859375,6
23,23,0.6210049058271936,0.6509795231359721,21171.56982421875,6
24,22,0.6143764100077628,0.6249898831350166,25177.001953125,6
25,25,0.6096382835615487,0.6287931458865162,27847.2900390625,6
26,23,0.6064646152588585,0.6228695285895267,27275.08544921875,6
27,23,0.5994315724047709,0.6171172737114661,30899.0478515625,6
28,24,0.5969592314863523,0.6085204017451312,33950.8056640625,6
29,28,0.5916557450474588,0.6101054496589338,47302.24609375,6
30,25,0.5876910066439758,0.5994874007215275,38146.97265625,6
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,7
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,7
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,7
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,7
4,0,1.198495789451586,1.198495789451586,32.03749656677246,7
5,0,1.166650933907636,1.166650933907636,41.72325134277344,7
6,0,1.128365908368662,1.128365908368662,58.11452865600586,7
7,0,1.084123875412064,1.084123875412064,86.4267349243164,7
8,0,1.034574514797511,1.034574514797511,140.07091522216797,7
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,7
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,7
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,7
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,7
13,9,0.7489311212062697,0.7671997726075899,2121.9253540039062,7
14,11,0.7267351622006185,0.754154525476294,3004.0740966796875,7
15,11,0.7047776815992515,0.7253827391888152,4911.4227294921875,7
16,13,0.6897299343019275,0.7102336313905799,5626.678466796875,7
17,15,0.6734865144283344,0.6892638242065742,5626.678466796875,7
18,16,0.6626262360326545,0.6773356630339334,8964.53857421875,7
19,16,0.6521160601219143,0.6762829039044995,9727.47802734375,7
20,19,0.6439785846853435,0.6699617813833102,11730.194091796875,7
21,19,0.6370147288015122,0.6494268875739203,13542.17529296875,7
22,21,0.6281743503617003,0.6436575414219248,17738.34228515625,7
23,23,0.6210049058271936,0.6509795231359721,17356.87255859375,7
24,22,0.6143764100077628,0.6249898831350166,19645.69091796875,7
25,25,0.6096382835615487,0.6287931458865162,24032.5927734375,7
26,23,0.6064646152588585,0.6228695285895267,30136.1083984375,7
27,23,0.5994315724047709,0.6171172737114661,42343.1396484375,7
28,24,0.5969592314863523,0.6085204017451312,43106.0791015625,7
29,28,0.5916557450474588,0.6101054496589338,34713.7451171875,7
30,25,0.5876910066439758,0.5994874007215275,54931.640625,7
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,8
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,8
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,8
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,8
4,0,1.198495789451586,1.198495789451586,32.03749656677246,8
5,0,1.166650933907636,1.166650933907636,41.72325134277344,8
6,0,1.128365908368662,1.128365908368662,58.11452865600586,8
7,0,1.084123875412064,1.084123875412064,86.4267349243164,8
8,0,1.034574514797511,1.034574514797511,140.07091522216797,8
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,8
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,8
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,8
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,8
13,9,0.7489311212062697,0.7671997726075899,2574.920654296875,8
14,11,0.7267351622006185,0.754154525476294,2765.655517578125,8
15,11,0.7047776815992515,0.7253827391888152,3671.6461181640625,8
16,13,0.6897299343019275,0.7102336313905799,4911.4227294921875,8
17,15,0.6734865144283344,0.6892638242065742,6675.72021484375,8
18,16,0.6626262360326545,0.6773356630339334,8296.966552734375,8
19,16,0.6521160601219143,0.6762829039044995,8392.333984375,8
20,19,0.6439785846853435,0.6699617813833102,13065.338134765625,8
21,19,0.6370147288015122,0.6494268875739203,14591.217041015625,8
22,21,0.6281743503617003,0.6436575414219248,16975.40283203125,8
23,23,0.6210049058271936,0.6509795231359721,16403.1982421875,8
24,22,0.6143764100077628,0.6249898831350166,21553.03955078125,8
25,25,0.6096382835615487,0.6287931458865162,26702.880859375,8
26,23,0.6064646152588585,0.6228695285895267,32424.9267578125,8
27,23,0.5994315724047709,0.6171172737114661,33187.8662109375,8
28,24,0.5969592314863523,0.6085204017451312,48065.185546875,8
29,28,0.5916557450474588,0.6101054496589338,42724.609375,8
30,25,0.5876910066439758,0.5994874007215275,40817.2607421875,8
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,9
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,9
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,9
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,9
4,0,1.198495789451586,1.198495789451586,32.03749656677246,9
5,0,1.166650933907636,1.166650933907636,41.72325134277344,9
6,0,1.128365908368662,1.128365908368662,58.11452865600586,9
7,0,1.084123875412064,1.084123875412064,86.4267349243164,9
8,0,1.034574514797511,1.034574514797511,140.07091522216797,9
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,9
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,9
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,9
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,9
13,9,0.7489311212062697,0.7671997726075899,2455.7113647460938,9
14,11,0.7267351622006185,0.754154525476294,2956.390380859375,9
15,11,0.7047776815992515,0.7253827391888152,4291.534423828125,9
16,13,0.6897299343019275,0.7102336313905799,5531.31103515625,9
17,15,0.6734865144283344,0.6892638242065742,7152.557373046875,9
18,16,0.6626262360326545,0.6773356630339334,7772.4456787109375,9
19,16,0.6521160601219143,0.6762829039044995,8773.8037109375,9
20,19,0.6439785846853435,0.6699617813833102,10681.15234375,9
21,19,0.6370147288015122,0.6494268875739203,15449.52392578125,9
22,21,0.6281743503617003,0.6436575414219248,18310.546875,9
23,23,0.6210049058271936,0.6509795231359721,17356.87255859375,9
24,22,0.6143764100077628,0.6249898831350166,28610.2294921875,9
25,25,0.6096382835615487,0.6287931458865162,26130.67626953125,9
26,23,0.6064646152588585,0.6228695285895267,23460.38818359375,9
27,23,0.5994315724047709,0.6171172737114661,30899.0478515625,9
28,24,0.5969592314863523,0.6085204017451312,51116.943359375,9
29,28,0.5916557450474588,0.6101054496589338,28991.69921875,9
30,25,0.5876910066439758,0.5994874007215275,48446.6552734375,9
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,10
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,10
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,10
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,10
4,0,1.198495789451586,1.198495789451586,32.03749656677246,10
5,0,1.166650933907636,1.166650933907636,41.72325134277344,10
6,0,1.128365908368662,1.128365908368662,58.11452865600586,10
7,0,1.084123875412064,1.084123875412064,86.4267349243164,10
8,0,1.034574514797511,1.034574514797511,140.07091522216797,10
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,10
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,10
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,10
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,10
13,9,0.7489311212062697,0.7671997726075899,2288.818359375,10
14,11,0.7267351622006185,0.754154525476294,2861.02294921875,10
15,11,0.7047776815992515,0.7253827391888152,4243.8507080078125,10
16,13,0.6897299343019275,0.7102336313905799,5483.6273193359375,10
17,15,0.6734865144283344,0.6892638242065742,6103.515625,10
18,16,0.6626262360326545,0.6773356630339334,7629.39453125,10
19,16,0.6521160601219143,0.6762829039044995,9346.00830078125,10
20,19,0.6439785846853435,0.6699617813833102,11730.194091796875,10
21,19,0.6370147288015122,0.6494268875739203,13923.64501953125,10
22,21,0.6281743503617003,0.6436575414219248,20217.8955078125,10
23,23,0.6210049058271936,0.6509795231359721,17166.1376953125,10
24,22,0.6143764100077628,0.6249898831350166,18692.0166015625,10
25,25,0.6096382835615487,0.6287931458865162,24604.79736328125,10
26,23,0.6064646152588585,0.6228695285895267,26512.14599609375,10
27,23,0.5994315724047709,0.6171172737114661,29754.638671875,10
28,24,0.5969592314863523,0.6085204017451312,40054.3212890625,10
29,28,0.5916557450474588,0.6101054496589338,27465.8203125,10
30,25,0.5876910066439758,0.5994874007215275,54168.701171875,10
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,11
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,11
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,11
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,11
4,0,1.198495789451586,1.198495789451586,32.03749656677246,11
5,0,1.166650933907636,1.166650933907636,41.72325134277344,11
6,0,1.128365908368662,1.128365908368662,58.11452865600586,11
7,0,1.084123875412064,1.084123875412064,86.4267349243164,11
8,0,1.034574514797511,1.034574514797511,140.07091522216797,11
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,11
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,11
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,11
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,11
13,9,0.7489311212062697,0.7671997726075899,2503.3950805664062,11
14,11,0.7267351622006185,0.754154525476294,3051.7578125,11
15,11,0.7047776815992515,0.7253827391888152,3433.2275390625,11
16,13,0.6897299343019275,0.7102336313905799,6818.7713623046875,11
17,15,0.6734865144283344,0.6892638242065742,7152.557373046875,11
18,16,0.6626262360326545,0.6773356630339334,7057.18994140625,11
19,16,0.6521160601219143,0.6762829039044995,7915.496826171875,11
20,19,0.6439785846853435,0.6699617813833102,9632.110595703125,11
21,19,0.6370147288015122,0.6494268875739203,11444.091796875,11
22,21,0.6281743503617003,0.6436575414219248,13351.4404296875,11
23,23,0.6210049058271936,0.6509795231359721,22697.44873046875,11
24,22,0.6143764100077628,0.6249898831350166,20790.10009765625,11
25,25,0.6096382835615487,0.6287931458865162,22697.44873046875,11
26,23,0.6064646152588585,0.6228695285895267,21362.3046875,11
27,23,0.5994315724047709,0.6171172737114661,34713.7451171875,11
28,24,0.5969592314863523,0.6085204017451312,37002.5634765625,11
29,28,0.5916557450474588,0.6101054496589338,34904.47998046875,11
30,25,0.5876910066439758,0.5994874007215275,52261.3525390625,11
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,12
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,12
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,12
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,12
4,0,1.198495789451586,1.198495789451586,32.03749656677246,12
5,0,1.166650933907636,1.166650933907636,41.72325134277344,12
6,0,1.128365908368662,1.128365908368662,58.11452865600586,12
7,0,1.084123875412064,1.084123875412064,86.4267349243164,12
8,0,1.034574514797511,1.034574514797511,140.07091522216797,12
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,12
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,12
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,12
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,12
13,9,0.7489311212062697,0.7671997726075899,2145.7672119140625,12
14,11,0.7267351622006185,0.754154525476294,3194.8089599609375,12
15,11,0.7047776815992515,0.7253827391888152,3814.697265625,12
16,13,0.6897299343019275,0.7102336313905799,6484.9853515625,12
17,15,0.6734865144283344,0.6892638242065742,7247.9248046875,12
18,16,0.6626262360326545,0.6773356630339334,7629.39453125,12
19,16,0.6521160601219143,0.6762829039044995,10395.050048828125,12
20,19,0.6439785846853435,0.6699617813833102,10681.15234375,12
21,19,0.6370147288015122,0.6494268875739203,14495.849609375,12
22,21,0.6281743503617003,0.6436575414219248,17166.1376953125,12
23,23,0.6210049058271936,0.6509795231359721,17929.0771484375,12
24,22,0.6143764100077628,0.6249898831350166,19264.22119140625,12
25,25,0.6096382835615487,0.6287931458865162,28610.2294921875,12
26,23,0.6064646152588585,0.6228695285895267,29754.638671875,12
27,23,0.5994315724047709,0.6171172737114661,33187.8662109375,12
28,24,0.5969592314863523,0.6085204017451312,46539.306640625,12
29,28,0.5916557450474588,0.6101054496589338,47302.24609375,12
30,25,0.5876910066439758,0.5994874007215275,59127.8076171875,12
0,0,1.2561119487386403,1.2561119487386403,20.86162567138672,13
1,0,1.2524774236913772,1.2524774236913772,20.86162567138672,13
2,0,1.2415989558082263,1.2415989558082263,23.096799850463867,13
3,0,1.2235561850684853,1.2235561850684853,26.82209014892578,13
4,0,1.198495789451586,1.198495789451586,32.03749656677246,13
5,0,1.166650933907636,1.166650933907636,41.72325134277344,13
6,0,1.128365908368662,1.128365908368662,58.11452865600586,13
7,0,1.084123875412064,1.084123875412064,86.4267349243164,13
8,0,1.034574514797511,1.034574514797511,140.07091522216797,13
9,0,0.9805544375502931,0.9805544375502931,244.37904357910156,13
10,0,0.9230881865987866,0.9230881865987866,470.87669372558594,13
11,0,0.8633696472948229,0.8633696472948229,965.5952453613281,13
12,0,0.8027816983354942,0.8027816983354942,2098.08349609375,13
13,9,0.7489311212062697,0.7671997726075899,2121.9253540039062,13
14,11,0.7267351622006185,0.754154525476294,3719.329833984375,13
15,11,0.7047776815992515,0.7253827391888152,4243.8507080078125,13
16,13,0.6897299343019275,0.7102336313905799,4673.004150390625,13
17,15,0.6734865144283344,0.6892638242065742,8392.333984375,13
