asp.mag,clim.sd,seeds,rep
0,0,20.86162567138672,1
0,1,20.86162567138672,1
0,2,23.096799850463867,1
0,3,26.82209014892578,1
0,4,31.292438507080078,1
0,5,40.978193283081055,1
0,6,62.584877014160156,1
0,7,96.85754776000977,1
0,8,134.1104507446289,1
0,9,208.6162567138672,1
0,10,211.59648895263672,1
0,11,441.0743713378906,1
0,12,494.7185516357422,1
0,13,894.0696716308594,1
0,14,1072.8836059570312,1
0,15,1180.1719665527344,1
0,16,1597.4044799804688,1
0,17,2264.9765014648438,1
0,18,2074.2416381835938,1
0,19,4053.1158447265625,1
0,20,4100.799560546875,1
0,21,5102.1575927734375,1
0,22,4243.8507080078125,1
0,23,6198.883056640625,1
0,24,6198.883056640625,1
0,25,7629.39453125,1
0,26,8773.8037109375,1
0,27,12207.03125,1
0,28,15735.626220703125,1
0,29,13065.338134765625,1
0,30,19073.486328125,1
1,0,21.6066837310791,1
1,1,21.6066837310791,1
1,2,23.84185791015625,1
1,3,26.82209014892578,1
1,4,34.27267074584961,1
1,5,43.2133674621582,1
1,6,71.52557373046875,1
1,7,98.34766387939453,1
1,8,128.14998626708984,1
1,9,163.91277313232422,1
1,10,298.0232238769531,1
1,11,393.3906555175781,1
1,12,631.8092346191406,1
1,13,679.4929504394531,1
1,14,1037.1208190917969,1
1,15,1013.2789611816406,1
1,16,1788.1393432617188,1
1,17,2741.8136596679688,1
1,18,2741.8136596679688,1
1,19,3123.2833862304688,1
1,20,3290.1763916015625,1
1,21,5435.943603515625,1
1,22,5722.0458984375,1
1,23,5817.413330078125,1
1,24,5817.413330078125,1
1,25,7534.027099609375,1
1,26,10299.6826171875,1
1,27,14877.3193359375,1
1,28,12969.970703125,1
1,29,11253.35693359375,1
1,30,11634.82666015625,1
2,0,23.096799850463867,1
2,1,23.84185791015625,1
2,2,25.331974029541016,1
2,3,29.05726432800293,1
2,4,37.99796104431152,1
2,5,49.173831939697266,1
2,6,67.05522537231445,1
2,7,107.28836059570312,1
2,8,166.89300537109375,1
2,9,250.33950805664062,1
2,10,289.08252716064453,1
2,11,452.99530029296875,1
2,12,548.36273193359375,1
2,13,834.46502685546875,1
2,14,1049.041748046875,1
2,15,1716.61376953125,1
2,16,1263.6184692382812,1
2,17,1811.981201171875,1
2,18,2694.1299438476562,1
2,19,3385.5438232421875,1
2,20,4673.004150390625,1
2,21,5197.5250244140625,1
2,22,4529.9530029296875,1
2,23,5054.473876953125,1
2,24,14495.849609375,1
2,25,8773.8037109375,1
2,26,7629.39453125,1
2,27,9250.640869140625,1
2,28,13732.91015625,1
2,29,13732.91015625,1
2,30,16975.40283203125,1
3,0,26.82209014892578,1
3,1,26.82209014892578,1
3,2,29.802322387695312,1
3,3,34.27267074584961,1
3,4,44.70348358154297,1
3,5,56.624412536621094,1
3,6,87.91685104370117,1
3,7,119.20928955078125,1
3,8,172.8534698486328,1
3,9,226.49765014648438,1
3,10,357.62786865234375,1
3,11,399.3511199951172,1
3,12,560.2836608886719,1
3,13,882.14874267578125,1
3,14,1358.9859008789062,1
3,15,1478.1951904296875,1
3,16,1740.4556274414062,1
3,17,1835.8230590820312,1
3,18,2193.450927734375,1
3,19,4196.1669921875,1
3,20,3099.4415283203125,1
3,21,5102.1575927734375,1
3,22,4816.0552978515625,1
3,23,8296.966552734375,1
3,24,9155.2734375,1
3,25,8106.231689453125,1
3,26,10013.580322265625,1
3,27,11253.35693359375,1
3,28,10585.784912109375,1
3,29,19073.486328125,1
3,30,19645.69091796875,1
4,0,32.03749656677246,1
4,1,32.782554626464844,1
4,2,35.762786865234375,1
4,3,40.23313522338867,1
4,4,52.1540641784668,1
4,5,68.54534149169922,1
4,6,93.87731552124023,1
4,7,128.14998626708984,1
4,8,196.69532775878906,1
4,9,244.37904357910156,1
4,10,441.0743713378906,1
4,11,452.99530029296875,1
4,12,524.5208740234375,1
4,13,822.5440979003906,1
4,14,834.46502685546875,1
4,15,2026.5579223632812,1
4,16,1811.981201171875,1
4,17,2360.3439331054688,1
4,18,3051.7578125,1
4,19,3480.9112548828125,1
4,20,3147.125244140625,1
4,21,4482.269287109375,1
4,22,6484.9853515625,1
4,23,5626.678466796875,1
4,24,7486.3433837890625,1
4,25,5626.678466796875,1
4,26,11157.989501953125,1
4,27,15449.52392578125,1
4,28,12969.970703125,1
4,29,15258.7890625,1
4,30,14877.3193359375,1
5,0,41.72325134277344,1
5,1,43.2133674621582,1
5,2,47.6837158203125,1
5,3,56.624412536621094,1
5,4,68.54534149169922,1
5,5,92.38719940185547,1
5,6,122.18952178955078,1
5,7,154.97207641601562,1
5,8,274.1813659667969,1
5,9,369.5487976074219,1
5,10,411.2720489501953,1
5,11,619.8883056640625,1
5,12,703.3348083496094,1
5,13,1013.2789611816406,1
5,14,1406.6696166992188,1
5,15,1525.87890625,1
5,16,1740.4556274414062,1
5,17,1931.1904907226562,1
5,18,2908.7066650390625,1
5,19,4005.43212890625,1
5,20,4577.63671875,1
5,21,4720.6878662109375,1
5,22,5817.413330078125,1
5,23,6294.25048828125,1
5,24,8773.8037109375,1
5,25,9155.2734375,1
5,26,9918.212890625,1
5,27,10681.15234375,1
5,28,13732.91015625,1
5,29,12874.603271484375,1
5,30,13732.91015625,1
6,0,58.11452865600586,1
6,1,59.604644775390625,1
6,2,65.56510925292969,1
6,3,74.50580596923828,1
6,4,99.8377799987793,1
6,5,119.20928955078125,1
6,6,163.91277313232422,1
6,7,211.59648895263672,1
6,8,256.2999725341797,1
6,9,292.06275939941406,1
6,10,476.837158203125,1
6,11,655.6510925292969,1
6,12,751.0185241699219,1
6,13,1084.8045349121094,1
6,14,1621.246337890625,1
6,15,1621.246337890625,1
6,16,1907.3486328125,1
6,17,2551.0787963867188,1
6,18,2717.9718017578125,1
6,19,3528.594970703125,1
6,20,5054.473876953125,1
6,21,5912.78076171875,1
6,22,5626.678466796875,1
6,23,6294.25048828125,1
6,24,8106.231689453125,1
6,25,10299.6826171875,1
6,26,9250.640869140625,1
6,27,11062.6220703125,1
6,28,13160.70556640625,1
6,29,11444.091796875,1
6,30,14305.11474609375,1
7,0,86.4267349243164,1
7,1,89.40696716308594,1
7,2,98.34766387939453,1
7,3,114.73894119262695,1
7,4,146.03137969970703,1
7,5,184.77439880371094,1
7,6,244.37904357910156,1
7,7,286.102294921875,1
7,8,375.50926208496094,1
7,9,464.9162292480469,1
7,10,619.8883056640625,1
7,11,739.09759521484375,1
7,12,1001.3580322265625,1
7,13,1168.2510375976562,1
7,14,1382.8277587890625,1
7,15,1764.2974853515625,1
7,16,2288.818359375,1
7,17,3218.6508178710938,1
7,18,2717.9718017578125,1
7,19,3528.594970703125,1
7,20,3576.2786865234375,1
7,21,4768.37158203125,1
7,22,7200.2410888671875,1
7,23,6008.148193359375,1
7,24,8010.8642578125,1
7,25,10490.41748046875,1
7,26,7104.8736572265625,1
7,27,12207.03125,1
7,28,12969.970703125,1
7,29,16021.728515625,1
7,30,11825.5615234375,1
8,0,140.07091522216797,1
8,1,146.03137969970703,1
8,2,151.9918441772461,1
8,3,208.6162567138672,1
8,4,235.43834686279297,1
8,5,298.0232238769531,1
8,6,363.5883331298828,1
8,7,429.1534423828125,1
8,8,500.67901611328125,1
8,9,584.1255187988281,1
8,10,631.8092346191406,1
8,11,762.939453125,1
8,12,810.6231689453125,1
8,13,1525.87890625,1
8,14,1978.8742065429688,1
8,15,1931.1904907226562,1
8,16,2193.450927734375,1
8,17,2908.7066650390625,1
8,18,3528.594970703125,1
8,19,4339.2181396484375,1
8,20,5245.208740234375,1
8,21,6675.72021484375,1
8,22,7629.39453125,1
8,23,7057.18994140625,1
8,24,8773.8037109375,1
8,25,9250.640869140625,1
8,26,8201.59912109375,1
8,27,10299.6826171875,1
8,28,13446.807861328125,1
8,29,11348.724365234375,1
8,30,19073.486328125,1
9,0,244.37904357910156,1
9,1,253.31974029541016,1
9,2,265.2406692504883,1
9,3,315.9046173095703,1
9,4,363.5883331298828,1
9,5,458.9557647705078,1
9,6,512.5999450683594,1
9,7,596.04644775390625,1
9,8,739.09759521484375,1
9,9,798.7022399902344,1
9,10,882.14874267578125,1
9,11,762.939453125,1
9,12,1502.0370483398438,1
9,13,1358.9859008789062,1
9,14,1573.5626220703125,1
9,15,2455.7113647460938,1
9,16,2479.55322265625,1
9,17,3480.9112548828125,1
9,18,3290.1763916015625,1
9,19,4148.4832763671875,1
9,20,4768.37158203125,1
9,21,4482.269287109375,1
9,22,7343.292236328125,1
9,23,8678.436279296875,1
9,24,8583.06884765625,1
9,25,11634.82666015625,1
9,26,12016.29638671875,1
9,27,12588.5009765625,1
9,28,18119.81201171875,1
9,29,19645.69091796875,1
9,30,14591.217041015625,1
10,0,470.87669372558594,1
10,1,482.79762268066406,1
10,2,494.7185516357422,1
10,3,578.1650543212891,1
10,4,643.73016357421875,1
10,5,703.3348083496094,1
10,6,810.6231689453125,1
10,7,727.1766662597656,1
10,8,834.46502685546875,1
10,9,1132.4882507324219,1
10,10,1263.6184692382812,1
10,11,1406.6696166992188,1
10,12,1549.7207641601562,1
10,13,1835.8230590820312,1
10,14,2622.6043701171875,1
10,15,2622.6043701171875,1
10,16,3147.125244140625,1
10,17,4243.8507080078125,1
10,18,3457.0693969726562,1
10,19,4291.534423828125,1
10,20,6055.8319091796875,1
10,21,5817.413330078125,1
10,22,7057.18994140625,1
10,23,8296.966552734375,1
10,24,8487.701416015625,1
10,25,9155.2734375,1
10,26,8773.8037109375,1
10,27,14686.58447265625,1
10,28,15640.2587890625,1
10,29,12588.5009765625,1
10,30,18310.546875,1
11,0,965.5952453613281,1
11,1,989.4371032714844,1
11,2,1049.041748046875,1
11,3,1156.3301086425781,1
11,4,1144.4091796875,1
11,5,1096.7254638671875,1
11,6,1263.6184692382812,1
11,7,1287.4603271484375,1
11,8,1335.14404296875,1
11,9,1549.7207641601562,1
11,10,1907.3486328125,1
11,11,1907.3486328125,1
11,12,2384.185791015625,1
11,13,2503.3950805664062,1
11,14,2288.818359375,1
11,15,2765.655517578125,1
11,16,3719.329833984375,1
11,17,4577.63671875,1
11,18,4434.5855712890625,1
11,19,5149.84130859375,1
11,20,5435.943603515625,1
11,21,6008.148193359375,1
11,22,6675.72021484375,1
11,23,8106.231689453125,1
11,24,11062.6220703125,1
11,25,10490.41748046875,1
11,26,10585.784912109375,1
11,27,11825.5615234375,1
11,28,14114.3798828125,1
11,29,24032.5927734375,1
11,30,17929.0771484375,1
12,0,2098.08349609375,1
12,1,2121.9253540039062,1
12,2,1931.1904907226562,1
12,3,2169.6090698242188,1
12,4,1835.8230590820312,1
12,5,2002.716064453125,1
12,6,2145.7672119140625,1
12,7,1645.0881958007812,1
12,8,2050.3997802734375,1
12,9,2360.3439331054688,1
12,10,2336.5020751953125,1
12,11,2145.7672119140625,1
12,12,2574.920654296875,1
12,13,2741.8136596679688,1
12,14,3719.329833984375,1
12,15,3528.594970703125,1
12,16,4386.90185546875,1
12,17,3957.7484130859375,1
12,18,5674.3621826171875,1
12,19,6484.9853515625,1
12,20,7009.5062255859375,1
12,21,8296.966552734375,1
12,22,8964.53857421875,1
12,23,8106.231689453125,1
12,24,9441.375732421875,1
12,25,12779.23583984375,1
12,26,13923.64501953125,1
12,27,17547.607421875,1
12,28,14877.3193359375,1
12,29,17166.1376953125,1
12,30,15068.05419921875,1
13,0,4768.37158203125,1
13,1,4720.6878662109375,1
13,2,4291.534423828125,1
13,3,3862.3809814453125,1
13,4,3623.96240234375,1
13,5,3767.0135498046875,1
13,6,2956.390380859375,1
13,7,3147.125244140625,1
13,8,2551.0787963867188,1
13,9,3433.2275390625,1
13,10,3004.0740966796875,1
13,11,3004.0740966796875,1
13,12,3242.49267578125,1
13,13,3862.3809814453125,1
13,14,3480.9112548828125,1
13,15,4816.0552978515625,1
13,16,4959.1064453125,1
13,17,4911.4227294921875,1
13,18,4577.63671875,1
13,19,6771.087646484375,1
13,20,6580.352783203125,1
13,21,8201.59912109375,1
13,22,7343.292236328125,1
13,23,7247.9248046875,1
13,24,10013.580322265625,1
13,25,12779.23583984375,1
13,26,16784.66796875,1
13,27,13732.91015625,1
13,28,17356.87255859375,1
13,29,22125.244140625,1
13,30,21171.56982421875,1
14,0,10776.519775390625,1
14,1,10108.94775390625,1
14,2,8487.701416015625,1
14,3,8106.231689453125,1
14,4,6389.617919921875,1
14,5,6389.617919921875,1
14,6,4959.1064453125,1
14,7,5149.84130859375,1
14,8,4816.0552978515625,1
14,9,3767.0135498046875,1
14,10,3767.0135498046875,1
14,11,4434.5855712890625,1
14,12,3719.329833984375,1
14,13,4816.0552978515625,1
14,14,5435.943603515625,1
14,15,5102.1575927734375,1
14,16,5149.84130859375,1
14,17,5626.678466796875,1
14,18,5674.3621826171875,1
14,19,8583.06884765625,1
14,20,7820.12939453125,1
14,21,8869.171142578125,1
14,22,9822.845458984375,1
14,23,12016.29638671875,1
14,24,10299.6826171875,1
14,25,12016.29638671875,1
14,26,14114.3798828125,1
14,27,14686.58447265625,1
14,28,20980.8349609375,1
14,29,16975.40283203125,1
14,30,22888.18359375,1
15,0,23841.85791015625,1
15,1,23078.91845703125,1
15,2,19073.486328125,1
15,3,16975.40283203125,1
15,4,13732.91015625,1
15,5,9918.212890625,1
15,6,9822.845458984375,1
15,7,7724.761962890625,1
15,8,6389.617919921875,1
15,9,7104.8736572265625,1
15,10,6866.455078125,1
15,11,5722.0458984375,1
15,12,6008.148193359375,1
15,13,6389.617919921875,1
15,14,5578.9947509765625,1
15,15,6675.72021484375,1
15,16,6246.5667724609375,1
15,17,6866.455078125,1
15,18,7152.557373046875,1
15,19,8678.436279296875,1
15,20,8392.333984375,1
15,21,11157.989501953125,1
15,22,12397.76611328125,1
15,23,12397.76611328125,1
15,24,13923.64501953125,1
15,25,14114.3798828125,1
15,26,11634.82666015625,1
15,27,15449.52392578125,1
15,28,14495.849609375,1
15,29,18119.81201171875,1
15,30,23269.6533203125,1
16,0,49972.5341796875,1
16,1,47302.24609375,1
16,2,40054.3212890625,1
16,3,32424.9267578125,1
16,4,26512.14599609375,1
16,5,18310.546875,1
16,6,14686.58447265625,1
16,7,11157.989501953125,1
16,8,10871.88720703125,1
16,9,10204.315185546875,1
16,10,8678.436279296875,1
16,11,8487.701416015625,1
16,12,6914.1387939453125,1
16,13,5578.9947509765625,1
16,14,6628.0364990234375,1
16,15,6961.822509765625,1
16,16,8869.171142578125,1
16,17,9536.7431640625,1
16,18,6675.72021484375,1
16,19,11444.091796875,1
16,20,10108.94775390625,1
16,21,10108.94775390625,1
16,22,12397.76611328125,1
16,23,12207.03125,1
16,24,16593.93310546875,1
16,25,13732.91015625,1
16,26,17738.34228515625,1
16,27,17929.0771484375,1
16,28,21743.7744140625,1
16,29,20790.10009765625,1
16,30,17356.87255859375,1
17,0,96893.310546875,1
17,1,89263.916015625,1
17,2,74768.06640625,1
17,3,61035.15625,1
17,4,44631.9580078125,1
17,5,33569.3359375,1
17,6,26130.67626953125,1
17,7,19454.9560546875,1
17,8,16975.40283203125,1
17,9,10776.519775390625,1
17,10,10299.6826171875,1
17,11,12588.5009765625,1
17,12,11062.6220703125,1
17,13,10299.6826171875,1
17,14,8869.171142578125,1
17,15,9059.906005859375,1
17,16,10299.6826171875,1
17,17,9727.47802734375,1
17,18,10585.784912109375,1
17,19,10108.94775390625,1
17,20,9441.375732421875,1
17,21,11825.5615234375,1
17,22,12779.23583984375,1
17,23,15258.7890625,1
17,24,13542.17529296875,1
17,25,15258.7890625,1
17,26,18501.28173828125,1
17,27,19264.22119140625,1
17,28,14591.217041015625,1
17,29,22697.44873046875,1
17,30,30136.1083984375,1
18,0,170898.4375,1
18,1,154113.76953125,1
18,2,128936.767578125,1
18,3,103759.765625,1
18,4,77819.82421875,1
18,5,57983.3984375,1
18,6,48065.185546875,1
18,7,32806.396484375,1
18,8,25939.94140625,1
18,9,22315.97900390625,1
18,10,18692.0166015625,1
18,11,13160.70556640625,1
18,12,15830.99365234375,1
18,13,14305.11474609375,1
18,14,12016.29638671875,1
18,15,12779.23583984375,1
18,16,13160.70556640625,1
18,17,11920.928955078125,1
18,18,10776.519775390625,1
18,19,11062.6220703125,1
18,20,14686.58447265625,1
18,21,14877.3193359375,1
18,22,14686.58447265625,1
18,23,17929.0771484375,1
18,24,16021.728515625,1
18,25,22125.244140625,1
18,26,14114.3798828125,1
18,27,15640.2587890625,1
18,28,20980.8349609375,1
18,29,17738.34228515625,1
18,30,26893.61572265625,1
19,0,277709.9609375,1
19,1,253295.8984375,1
19,2,222778.3203125,1
19,3,160217.28515625,1
19,4,128173.828125,1
19,5,89263.916015625,1
19,6,63323.974609375,1
19,7,49591.064453125,1
19,8,31280.517578125,1
19,9,27465.8203125,1
19,10,22506.7138671875,1
19,11,20217.8955078125,1
19,12,18310.546875,1
19,13,13828.277587890625,1
19,14,12588.5009765625,1
19,15,10776.519775390625,1
19,16,16021.728515625,1
19,17,17356.87255859375,1
19,18,13732.91015625,1
19,19,17547.607421875,1
19,20,12588.5009765625,1
19,21,10681.15234375,1
19,22,20408.63037109375,1
19,23,14114.3798828125,1
19,24,19264.22119140625,1
19,25,22506.7138671875,1
19,26,21171.56982421875,1
19,27,19836.42578125,1
19,28,20027.16064453125,1
19,29,25939.94140625,1
19,30,26321.4111328125,1
20,0,415039.0625,1
20,1,390625,1
20,2,350952.1484375,1
20,3,262451.171875,1
20,4,204467.7734375,1
20,5,141906.73828125,1
20,6,115966.796875,1
20,7,64086.9140625,1
20,8,49209.5947265625,1
20,9,50354.00390625,1
20,10,33950.8056640625,1
20,11,24795.5322265625,1
20,12,25939.94140625,1
20,13,19645.69091796875,1
20,14,18692.0166015625,1
20,15,13160.70556640625,1
20,16,13351.4404296875,1
20,17,18501.28173828125,1
20,18,13923.64501953125,1
20,19,15830.99365234375,1
20,20,15449.52392578125,1
20,21,16021.728515625,1
20,22,19073.486328125,1
20,23,22125.244140625,1
20,24,21743.7744140625,1
20,25,25939.94140625,1
20,26,19836.42578125,1
20,27,24986.26708984375,1
20,28,20027.16064453125,1
20,29,27847.2900390625,1
20,30,26321.4111328125,1
21,0,573730.46875,1
21,1,549316.40625,1
21,2,466918.9453125,1
21,3,390625,1
21,4,308227.5390625,1
21,5,205993.65234375,1
21,6,112152.099609375,1
21,7,110626.220703125,1
21,8,66375.732421875,1
21,9,65612.79296875,1
21,10,48065.185546875,1
21,11,43106.0791015625,1
21,12,30517.578125,1
21,13,38909.912109375,1
21,14,23078.91845703125,1
21,15,18119.81201171875,1
21,16,22506.7138671875,1
21,17,14495.849609375,1
21,18,12969.970703125,1
21,19,21934.50927734375,1
21,20,25367.73681640625,1
21,21,21743.7744140625,1
21,22,22506.7138671875,1
21,23,20599.365234375,1
21,24,25177.001953125,1
21,25,21362.3046875,1
21,26,31280.517578125,1
21,27,32043.45703125,1
21,28,22506.7138671875,1
21,29,26321.4111328125,1
21,30,32424.9267578125,1
22,0,732421.875,1
22,1,708007.8125,1
22,2,628662.109375,1
22,3,476074.21875,1
22,4,381469.7265625,1
22,5,354003.90625,1
22,6,198364.2578125,1
22,7,155639.6484375,1
22,8,106811.5234375,1
22,9,79345.703125,1
22,10,73242.1875,1
22,11,57983.3984375,1
22,12,54550.1708984375,1
22,13,38146.97265625,1
22,14,28228.759765625,1
22,15,31280.517578125,1
22,16,20599.365234375,1
22,17,23651.123046875,1
22,18,23651.123046875,1
22,19,27847.2900390625,1
22,20,24795.5322265625,1
22,21,29373.1689453125,1
22,22,24986.26708984375,1
22,23,25558.4716796875,1
22,24,30899.0478515625,1
22,25,28610.2294921875,1
22,26,30517.578125,1
22,27,28610.2294921875,1
22,28,35095.21484375,1
22,29,30517.578125,1
22,30,36621.09375,1
23,0,891113.28125,1
23,1,854492.1875,1
23,2,781250,1
23,3,659179.6875,1
23,4,561523.4375,1
23,5,466918.9453125,1
23,6,302124.0234375,1
23,7,242614.74609375,1
23,8,172424.31640625,1
23,9,114440.91796875,1
23,10,97656.25,1
23,11,75531.005859375,1
23,12,57220.458984375,1
23,13,54168.701171875,1
23,14,38909.912109375,1
23,15,35858.154296875,1
23,16,30517.578125,1
23,17,33187.8662109375,1
23,18,32806.396484375,1
23,19,31280.517578125,1
23,20,27465.8203125,1
23,21,21553.03955078125,1
23,22,28610.2294921875,1
23,23,27465.8203125,1
23,24,29754.638671875,1
23,25,28610.2294921875,1
23,26,34713.7451171875,1
23,27,30899.0478515625,1
23,28,35476.6845703125,1
23,29,39672.8515625,1
23,30,45394.8974609375,1
24,0,1025390.625,1
24,1,1000976.5625,1
24,2,946044.921875,1
24,3,817871.09375,1
24,4,665283.203125,1
24,5,573730.46875,1
24,6,421142.578125,1
24,7,335693.359375,1
24,8,190734.86328125,1
24,9,135040.283203125,1
24,10,122833.251953125,1
24,11,103759.765625,1
24,12,88500.9765625,1
24,13,58746.337890625,1
24,14,65612.79296875,1
24,15,48828.125,1
24,16,52642.822265625,1
24,17,35476.6845703125,1
24,18,28419.49462890625,1
24,19,27847.2900390625,1
24,20,32424.9267578125,1
24,21,38528.4423828125,1
24,22,26321.4111328125,1
24,23,27084.3505859375,1
24,24,30136.1083984375,1
24,25,35095.21484375,1
24,26,26702.880859375,1
24,27,31661.9873046875,1
24,28,39291.3818359375,1
24,29,43487.548828125,1
24,30,48828.125,1
25,0,1141357.421875,1
25,1,1123046.875,1
25,2,1062011.71875,1
25,3,970458.984375,1
25,4,842285.15625,1
25,5,671386.71875,1
25,6,537109.375,1
25,7,378417.96875,1
25,8,286865.234375,1
25,9,204467.7734375,1
25,10,190734.86328125,1
25,11,134277.34375,1
25,12,103759.765625,1
25,13,103759.765625,1
25,14,80108.642578125,1
25,15,50354.00390625,1
25,16,42724.609375,1
25,17,53405.76171875,1
25,18,45013.427734375,1
25,19,45013.427734375,1
25,20,31280.517578125,1
25,21,32806.396484375,1
25,22,39291.3818359375,1
25,23,37384.033203125,1
25,24,38146.97265625,1
25,25,43487.548828125,1
25,26,31661.9873046875,1
25,27,50354.00390625,1
25,28,34713.7451171875,1
25,29,31280.517578125,1
25,30,41580.2001953125,1
26,0,1232910.15625,1
26,1,1208496.09375,1
26,2,1171875,1
26,3,1074218.75,1
26,4,915527.34375,1
26,5,811767.578125,1
26,6,610351.5625,1
26,7,494384.765625,1
26,8,427246.09375,1
26,9,344848.6328125,1
26,10,238037.109375,1
26,11,152587.890625,1
26,12,134277.34375,1
26,13,119781.494140625,1
26,14,82397.4609375,1
26,15,54168.701171875,1
26,16,74768.06640625,1
26,17,54931.640625,1
26,18,46920.7763671875,1
26,19,47683.7158203125,1
26,20,42724.609375,1
26,21,42343.1396484375,1
26,22,32043.45703125,1
26,23,35858.154296875,1
26,24,33950.8056640625,1
26,25,37002.5634765625,1
26,26,43106.0791015625,1
26,27,41198.73046875,1
26,28,35476.6845703125,1
26,29,33569.3359375,1
26,30,40817.2607421875,1
27,0,1293945.3125,1
27,1,1281738.28125,1
27,2,1245117.1875,1
27,3,1159667.96875,1
27,4,1068115.234375,1
27,5,952148.4375,1
27,6,762939.453125,1
27,7,616455.078125,1
27,8,500488.28125,1
27,9,363159.1796875,1
27,10,332641.6015625,1
27,11,186157.2265625,1
27,12,170898.4375,1
27,13,148010.25390625,1
27,14,96893.310546875,1
27,15,78582.763671875,1
27,16,71716.30859375,1
27,17,77819.82421875,1
27,18,54168.701171875,1
27,19,55694.580078125,1
27,20,52642.822265625,1
27,21,52642.822265625,1
27,22,51498.4130859375,1
27,23,46157.8369140625,1
27,24,57220.458984375,1
27,25,51879.8828125,1
27,26,40817.2607421875,1
27,27,46920.7763671875,1
27,28,36621.09375,1
27,29,41198.73046875,1
27,30,42343.1396484375,1
28,0,1342773.4375,1
28,1,1330566.40625,1
28,2,1306152.34375,1
28,3,1232910.15625,1
28,4,1135253.90625,1
28,5,1031494.140625,1
28,6,878906.25,1
28,7,793457.03125,1
28,8,625610.3515625,1
28,9,436401.3671875,1
28,10,344848.6328125,1
28,11,257873.53515625,1
28,12,239562.98828125,1
28,13,186157.2265625,1
28,14,154113.76953125,1
28,15,120544.43359375,1
28,16,134277.34375,1
28,17,93841.552734375,1
28,18,77819.82421875,1
28,19,77056.884765625,1
28,20,70190.4296875,1
28,21,53405.76171875,1
28,22,57220.458984375,1
28,23,51879.8828125,1
28,24,39291.3818359375,1
28,25,54550.1708984375,1
28,26,56838.9892578125,1
28,27,56457.51953125,1
28,28,40435.791015625,1
28,29,54168.701171875,1
28,30,48828.125,1
29,0,1367187.5,1
29,1,1367187.5,1
29,2,1342773.4375,1
29,3,1306152.34375,1
29,4,1220703.125,1
29,5,1098632.8125,1
29,6,939941.40625,1
29,7,787353.515625,1
29,8,585937.5,1
29,9,524902.34375,1
29,10,451660.15625,1
29,11,323486.328125,1
29,12,286865.234375,1
29,13,231933.59375,1
29,14,138092.041015625,1
29,15,128173.828125,1
29,16,120544.43359375,1
29,17,96130.37109375,1
29,18,77056.884765625,1
29,19,75531.005859375,1
29,20,77819.82421875,1
29,21,60272.216796875,1
29,22,63323.974609375,1
29,23,51498.4130859375,1
29,24,60272.216796875,1
29,25,48065.185546875,1
29,26,54168.701171875,1
29,27,56457.51953125,1
29,28,57220.458984375,1
29,29,45776.3671875,1
29,30,63323.974609375,1
30,0,1391601.5625,1
30,1,1379394.53125,1
30,2,1367187.5,1
30,3,1342773.4375,1
30,4,1281738.28125,1
30,5,1208496.09375,1
30,6,1135253.90625,1
30,7,909423.828125,1
30,8,805664.0625,1
30,9,549316.40625,1
30,10,567626.953125,1
30,11,366210.9375,1
30,12,329589.84375,1
30,13,231933.59375,1
30,14,170898.4375,1
30,15,210571.2890625,1
30,16,170898.4375,1
30,17,135803.22265625,1
30,18,111389.16015625,1
30,19,86975.09765625,1
30,20,86212.158203125,1
30,21,60272.216796875,1
30,22,55694.580078125,1
30,23,57983.3984375,1
30,24,68664.55078125,1
30,25,74005.126953125,1
30,26,62179.5654296875,1
30,27,53024.2919921875,1
30,28,62561.03515625,1
30,29,49591.064453125,1
30,30,88500.9765625,1
